term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,MORTGAGE,B,debt_consolidation,10.47%,TX,Late (31-120 days),Individual,10000,n/a,31656.0,18.76,0,2%,26,0,"",36,"",2.0,43.76206961077844,18.76,Yes
36 months,MORTGAGE,B,credit_card,10.47%,GA,Current,Individual,5000,n/a,35000.0,5.25,1,18.20%,17,0,"",36,"",18.0,43.76206961077844,5.25,No
60 months,RENT,B,debt_consolidation,12.73%,NC,Current,Individual,24000,n/a,33000.0,16.29,0,24.80%,13,0,"",60,"",24.0,43.76206961077844,16.29,No
36 months,OWN,B,debt_consolidation,10.08%,GA,Current,Joint App,30000,10+ years,126000.0,11.91,0,83.60%,14,0,11.09,36,10,83.0,43.76206961077844,11.91,No
60 months,MORTGAGE,A,debt_consolidation,6.11%,CT,Current,Individual,35000,6 years,180000.0,5.17,0,33.90%,39,0,"",60,6,33.0,43.76206961077844,5.17,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,NC,Current,Individual,4200,10+ years,66000.0,15.02,1,38.50%,17,0,"",36,10,38.0,43.76206961077844,15.02,No
36 months,OWN,B,other,12.73%,WI,Current,Individual,5000,3 years,21750.0,24.89,0,20.50%,40,0,"",36,3,20.0,43.76206961077844,24.89,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,IL,Current,Individual,8000,n/a,42000.0,8.14,0,26.20%,12,0,"",36,"",26.0,43.76206961077844,8.14,No
36 months,OWN,A,credit_card,8.46%,NY,Current,Individual,8500,6 years,72000.0,9.27,0,24.50%,16,0,"",36,6,24.0,43.76206961077844,9.27,No
36 months,RENT,B,debt_consolidation,12.73%,CA,Current,Individual,20400,10+ years,95000.0,24.96,0,17.20%,35,0,"",36,10,17.0,43.76206961077844,24.96,No
36 months,RENT,B,debt_consolidation,11.55%,IL,Current,Individual,6000,10+ years,55000.0,19.78,0,43%,22,0,"",36,10,43.0,43.76206961077844,19.78,No
60 months,MORTGAGE,B,credit_card,11.55%,AL,Current,Individual,17000,n/a,63000.0,34.61,0,50.80%,39,0,"",60,"",50.0,43.76206961077844,34.61,No
36 months,MORTGAGE,D,debt_consolidation,19.92%,PA,Current,Individual,8000,10+ years,68000.0,27.04,2,21%,27,0,"",36,10,21.0,43.76206961077844,27.04,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,FL,Current,Joint App,18000,< 1 year,25200.0,31.9,0,68%,13,0,18.73,36,1,68.0,43.76206961077844,31.9,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,MA,Current,Individual,12075,10+ years,220000.0,21.08,0,42.40%,33,0,"",60,10,42.0,43.76206961077844,21.08,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,WI,Current,Joint App,5400,2 years,40000.0,15.63,0,89.30%,36,0,13.53,36,2,89.0,43.76206961077844,15.63,No
36 months,MORTGAGE,C,major_purchase,15.02%,FL,Current,Individual,3000,3 years,41000.0,9.4,1,68.30%,14,0,"",36,3,68.0,43.76206961077844,9.4,No
36 months,RENT,B,credit_card,10.08%,MD,Current,Individual,18000,10+ years,45000.0,19.92,0,30.90%,17,0,"",36,10,30.0,43.76206961077844,19.92,No
36 months,OWN,D,small_business,20.89%,WI,Current,Individual,20000,10+ years,100000.0,20.41,0,56.10%,15,0,"",36,10,56.0,43.76206961077844,20.41,No
36 months,MORTGAGE,A,credit_card,7.84%,AZ,Current,Individual,3000,< 1 year,75000.0,18.62,0,12.60%,15,0,"",36,1,12.0,43.76206961077844,18.62,No
36 months,RENT,A,debt_consolidation,7.21%,NY,Current,Individual,11000,8 years,68800.0,19.62,0,27.80%,9,0,"",36,8,27.0,43.76206961077844,19.62,No
36 months,MORTGAGE,D,house,22.35%,AZ,Current,Individual,5500,10+ years,70000.0,12.41,1,49.40%,17,0,"",36,10,49.0,43.76206961077844,12.41,No
60 months,RENT,D,debt_consolidation,20.89%,CA,Current,Individual,12000,4 years,26000.0,13.67,0,48.70%,13,0,"",60,4,48.0,43.76206961077844,13.67,No
36 months,RENT,A,credit_card,6.67%,CA,Current,Individual,12000,2 years,80000.0,7.82,0,27.20%,9,0,"",36,2,27.0,43.76206961077844,7.82,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,CA,Current,Individual,35000,7 years,120000.0,12.67,0,49.50%,23,0,"",60,7,49.0,43.76206961077844,12.67,No
36 months,RENT,A,debt_consolidation,7.84%,TX,Current,Individual,7200,4 years,59600.0,9.16,1,40.30%,7,0,"",36,4,40.0,43.76206961077844,9.16,No
60 months,OWN,D,debt_consolidation,17.97%,NJ,Current,Individual,20000,10+ years,50000.0,32.41,0,38.20%,19,0,"",60,10,38.0,43.76206961077844,32.41,No
36 months,RENT,D,debt_consolidation,18.94%,IN,Current,Individual,15000,10+ years,55000.0,19.68,0,41.80%,14,0,"",36,10,41.0,43.76206961077844,19.68,No
36 months,OWN,A,credit_card,6.67%,CO,Current,Individual,25000,< 1 year,60000.0,31.0,0,37%,30,0,"",36,1,37.0,43.76206961077844,31.0,No
36 months,RENT,A,debt_consolidation,6.67%,NJ,Current,Individual,4000,6 years,40000.0,6.57,0,12.70%,11,0,"",36,6,12.0,43.76206961077844,6.57,No
36 months,RENT,B,debt_consolidation,11.55%,GA,Current,Individual,9600,2 years,59000.0,6.0,0,44.50%,7,0,"",36,2,44.0,43.76206961077844,6.0,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,VA,Current,Individual,32000,10+ years,347500.0,14.42,1,42.10%,33,0,"",36,10,42.0,43.76206961077844,14.42,No
36 months,RENT,A,debt_consolidation,8.46%,CA,Current,Individual,18000,3 years,39000.0,15.54,0,12.60%,5,0,"",36,3,12.0,43.76206961077844,15.54,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,NV,Current,Joint App,29100,< 1 year,90000.0,38.12,0,31.70%,61,0,34.57,36,1,31.0,43.76206961077844,38.12,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,IL,Current,Individual,10000,4 years,40000.0,13.62,0,38.90%,52,0,"",36,4,38.0,43.76206961077844,13.62,No
36 months,MORTGAGE,B,vacation,12.73%,MI,Current,Individual,5000,< 1 year,68000.0,27.41,0,89.30%,24,0,"",36,1,89.0,43.76206961077844,27.41,No
60 months,RENT,B,debt_consolidation,10.08%,PA,Current,Individual,24000,7 years,60000.0,18.28,0,22.60%,23,0,"",60,7,22.0,43.76206961077844,18.28,No
36 months,RENT,A,credit_card,7.84%,IL,Current,Individual,20000,10+ years,80000.0,8.48,1,0.70%,31,0,"",36,10,0.0,43.76206961077844,8.48,No
60 months,MORTGAGE,D,debt_consolidation,19.92%,WI,Current,Individual,20000,1 year,70000.0,28.06,0,38.30%,34,0,"",60,1,38.0,43.76206961077844,28.06,No
36 months,RENT,D,debt_consolidation,18.94%,OH,Fully Paid,Individual,20000,n/a,45000.0,21.87,0,44.60%,22,0,"",36,"",44.0,43.76206961077844,21.87,No
36 months,OWN,A,debt_consolidation,7.21%,CA,Current,Individual,10000,4 years,190000.0,5.46,1,37.50%,16,0,"",36,4,37.0,43.76206961077844,5.46,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,TN,Current,Individual,36000,10+ years,120000.0,11.14,1,4.80%,39,0,"",60,10,4.0,43.76206961077844,11.14,No
36 months,MORTGAGE,D,debt_consolidation,20.89%,TX,Current,Individual,10000,5 years,50000.0,11.35,0,57.60%,23,0,"",36,5,57.0,43.76206961077844,11.35,No
60 months,RENT,D,debt_consolidation,22.35%,MD,Current,Individual,12000,6 years,56000.0,8.08,0,13.40%,8,0,"",60,6,13.0,43.76206961077844,8.08,No
36 months,RENT,C,car,16.14%,FL,Current,Individual,5000,n/a,30819.12,13.16,0,74.10%,9,0,"",36,"",74.0,43.76206961077844,13.16,No
36 months,MORTGAGE,A,home_improvement,7.21%,CA,Current,Individual,10000,10+ years,100000.0,11.32,0,16.20%,27,0,"",36,10,16.0,43.76206961077844,11.32,No
36 months,RENT,A,debt_consolidation,6.11%,VA,Current,Individual,20000,9 years,55000.0,35.54,0,34.20%,21,0,"",36,9,34.0,43.76206961077844,35.54,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,CT,Current,Individual,15000,1 year,240000.0,2.99,0,63.60%,16,0,"",36,1,63.0,43.76206961077844,2.99,No
36 months,RENT,A,debt_consolidation,8.46%,MD,Current,Individual,26000,3 years,102990.0,7.91,0,1.70%,19,0,"",36,3,1.0,43.76206961077844,7.91,No
60 months,MORTGAGE,B,major_purchase,12.73%,OH,Current,Individual,15000,5 years,117000.0,15.49,0,94.40%,19,0,"",60,5,94.0,43.76206961077844,15.49,No
36 months,MORTGAGE,B,home_improvement,10.47%,AZ,Fully Paid,Individual,3000,8 years,100000.0,21.29,0,28.30%,58,0,"",36,8,28.0,43.76206961077844,21.29,No
60 months,RENT,B,credit_card,12.73%,OK,Current,Individual,35000,10+ years,65000.0,20.33,0,66.30%,26,0,"",60,10,66.0,43.76206961077844,20.33,No
36 months,RENT,A,major_purchase,7.84%,MA,Current,Individual,8000,10+ years,117000.0,3.56,0,0%,18,0,"",36,10,0.0,43.76206961077844,3.56,No
60 months,MORTGAGE,D,debt_consolidation,19.92%,NE,Current,Individual,25000,10+ years,90000.0,16.81,0,67.70%,15,0,"",60,10,67.0,43.76206961077844,16.81,No
60 months,MORTGAGE,A,credit_card,7.21%,NJ,Current,Individual,14950,10+ years,70000.0,23.04,0,37.90%,21,0,"",60,10,37.0,43.76206961077844,23.04,No
36 months,RENT,A,debt_consolidation,6.11%,NJ,Current,Individual,35000,4 years,84000.0,1.21,0,5.90%,8,0,"",36,4,5.0,43.76206961077844,1.21,No
36 months,MORTGAGE,A,credit_card,7.21%,VA,Current,Individual,5600,10+ years,71000.0,17.58,0,18.50%,31,0,"",36,10,18.0,43.76206961077844,17.58,No
36 months,OWN,B,debt_consolidation,11.55%,NV,Current,Individual,8000,10+ years,33000.0,28.58,1,18.70%,27,0,"",36,10,18.0,43.76206961077844,28.58,No
36 months,RENT,D,other,22.35%,FL,Current,Individual,20000,< 1 year,40000.0,30.33,0,47.10%,11,0,"",36,1,47.0,43.76206961077844,30.33,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,CA,Current,Individual,5500,2 years,95200.0,9.24,4,28.60%,31,0,"",36,2,28.0,43.76206961077844,9.24,No
36 months,OWN,C,other,15.02%,CA,Fully Paid,Individual,10000,10+ years,44637.0,7.15,0,16.90%,37,0,"",36,10,16.0,43.76206961077844,7.15,No
60 months,RENT,B,debt_consolidation,10.08%,NY,Current,Individual,24000,3 years,180000.0,2.93,0,8.50%,11,0,"",60,3,8.0,43.76206961077844,2.93,No
36 months,MORTGAGE,B,car,11.55%,VA,Current,Individual,7000,10+ years,55000.0,14.03,0,25.40%,26,0,"",36,10,25.0,43.76206961077844,14.03,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,KY,Current,Individual,10000,10+ years,105000.0,22.0,1,43.40%,26,0,"",36,10,43.0,43.76206961077844,22.0,No
36 months,RENT,A,credit_card,7.84%,MD,Current,Individual,10000,10+ years,35000.0,6.17,0,44.20%,11,0,"",36,10,44.0,43.76206961077844,6.17,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,IL,Current,Individual,30000,10+ years,128125.0,19.36,0,54.50%,39,0,"",60,10,54.0,43.76206961077844,19.36,No
60 months,OWN,D,credit_card,19.92%,WI,Current,Individual,11000,n/a,47000.0,20.81,0,56.80%,19,0,"",60,"",56.0,43.76206961077844,20.81,No
36 months,MORTGAGE,D,other,19.92%,ME,Current,Individual,3200,10+ years,85000.0,22.9,0,70.60%,17,0,"",36,10,70.0,43.76206961077844,22.9,No
36 months,RENT,D,other,17.97%,MO,Current,Individual,6000,5 years,68000.0,31.13,0,55.90%,24,0,"",36,5,55.0,43.76206961077844,31.13,No
36 months,RENT,B,debt_consolidation,12.73%,TX,Current,Individual,20000,1 year,82500.0,21.99,0,30.90%,30,0,"",36,1,30.0,43.76206961077844,21.99,No
36 months,RENT,C,debt_consolidation,14.47%,CA,Fully Paid,Individual,30000,5 years,104401.0,18.6,0,72.20%,26,0,"",36,5,72.0,43.76206961077844,18.6,No
36 months,MORTGAGE,A,credit_card,6.11%,TX,Current,Individual,35000,5 years,148000.0,16.85,0,52.30%,24,0,"",36,5,52.0,43.76206961077844,16.85,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,IL,Current,Joint App,20000,10+ years,55000.0,20.23,0,37%,21,0,26.21,36,10,37.0,43.76206961077844,20.23,No
36 months,OWN,C,debt_consolidation,14.47%,AZ,Current,Individual,19500,< 1 year,85000.0,24.85,0,30.10%,24,0,"",36,1,30.0,43.76206961077844,24.85,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,FL,Current,Individual,10000,3 years,88000.0,5.75,1,23.30%,24,1,"",36,3,23.0,43.76206961077844,5.75,No
36 months,RENT,C,other,13.56%,CA,Current,Joint App,9000,10+ years,75000.0,29.45,0,82.20%,21,0,20.83,36,10,82.0,43.76206961077844,29.45,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,PA,Current,Individual,29400,10+ years,60000.0,15.1,0,77%,16,0,"",36,10,77.0,43.76206961077844,15.1,No
36 months,MORTGAGE,C,home_improvement,16.91%,CA,Fully Paid,Individual,5000,4 years,95000.0,13.53,0,39.20%,20,0,"",36,4,39.0,43.76206961077844,13.53,No
36 months,MORTGAGE,A,credit_card,7.21%,OR,Current,Individual,20000,3 years,95000.0,20.79,0,46.30%,17,0,"",36,3,46.0,43.76206961077844,20.79,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,LA,Current,Joint App,20000,< 1 year,48000.0,27.15,0,57%,28,0,19.28,36,1,57.0,43.76206961077844,27.15,No
60 months,MORTGAGE,A,debt_consolidation,7.84%,OR,Current,Individual,40000,3 years,125000.0,14.23,0,41.70%,21,0,"",60,3,41.0,43.76206961077844,14.23,No
36 months,RENT,B,debt_consolidation,11.06%,TX,Current,Individual,8000,10+ years,85000.0,25.08,1,59%,28,0,"",36,10,59.0,43.76206961077844,25.08,No
36 months,OWN,D,debt_consolidation,18.94%,TX,Current,Individual,10000,4 years,50000.0,24.7,0,68.40%,52,0,"",36,4,68.0,43.76206961077844,24.7,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,TX,Current,Individual,15000,4 years,34700.0,10.93,0,44.90%,10,0,"",36,4,44.0,43.76206961077844,10.93,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,TX,Current,Individual,25000,10+ years,72000.0,18.15,1,31.50%,18,1,"",60,10,31.0,43.76206961077844,18.15,No
36 months,RENT,A,credit_card,7.84%,CA,Current,Individual,14000,2 years,70000.0,18.19,0,37.90%,18,0,"",36,2,37.0,43.76206961077844,18.19,No
36 months,RENT,A,credit_card,7.84%,VA,Current,Individual,30000,< 1 year,145000.0,27.3,0,75.30%,40,0,"",36,1,75.0,43.76206961077844,27.3,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,PA,Current,Individual,10000,1 year,35000.0,17.28,0,33.50%,10,0,"",36,1,33.0,43.76206961077844,17.28,No
36 months,MORTGAGE,C,medical,16.14%,TX,Current,Individual,6000,n/a,125500.0,8.29,1,74.70%,27,0,"",36,"",74.0,43.76206961077844,8.29,No
36 months,MORTGAGE,C,credit_card,16.14%,TX,Current,Individual,20000,10+ years,125000.0,12.88,1,57.10%,16,0,"",36,10,57.0,43.76206961077844,12.88,No
60 months,MORTGAGE,B,car,10.47%,UT,Current,Individual,16800,10+ years,56000.0,20.68,0,20.70%,26,0,"",60,10,20.0,43.76206961077844,20.68,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,IL,Fully Paid,Individual,5000,10+ years,66000.0,28.71,0,76.80%,31,0,"",36,10,76.0,43.76206961077844,28.71,No
36 months,MORTGAGE,A,credit_card,7.21%,NY,Current,Individual,15000,10+ years,75000.0,16.02,0,43.60%,30,0,"",36,10,43.0,43.76206961077844,16.02,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,PA,Current,Individual,20000,< 1 year,128000.0,8.97,0,90.40%,11,0,"",60,1,90.0,43.76206961077844,8.97,No
36 months,RENT,D,other,20.89%,WI,Current,Individual,4800,7 years,68000.0,26.3,0,75.60%,36,0,"",36,7,75.0,43.76206961077844,26.3,No
60 months,RENT,B,credit_card,12.73%,NJ,Current,Individual,28000,6 years,56000.0,22.59,0,62.60%,8,0,"",60,6,62.0,43.76206961077844,22.59,No
36 months,RENT,A,debt_consolidation,7.21%,MD,Current,Individual,25000,10+ years,160000.0,12.28,0,25.50%,20,0,"",36,10,25.0,43.76206961077844,12.28,No
60 months,RENT,D,debt_consolidation,22.35%,IN,Current,Individual,10000,n/a,24000.0,28.55,0,59%,9,0,"",60,"",59.0,43.76206961077844,28.55,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,IL,Current,Individual,40000,10+ years,120000.0,6.24,0,47%,19,0,"",36,10,47.0,43.76206961077844,6.24,No
36 months,RENT,B,credit_card,11.55%,MA,Current,Individual,8000,10+ years,55000.0,28.91,0,54%,21,0,"",36,10,54.0,43.76206961077844,28.91,No
60 months,MORTGAGE,E,credit_card,25.34%,FL,Current,Individual,16750,4 years,88000.0,33.17,0,52.80%,41,0,"",60,4,52.0,43.76206961077844,33.17,No
36 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Joint App,17600,n/a,14696.0,105.96,0,45.10%,26,0,25.77,36,"",45.0,43.76206961077844,105.96,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,AR,Current,Individual,14500,10+ years,42000.0,29.74,2,9%,17,0,"",60,10,9.0,43.76206961077844,29.74,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,AZ,Current,Joint App,40000,< 1 year,61000.0,48.04,0,59.30%,30,0,28.36,60,1,59.0,43.76206961077844,48.04,No
60 months,OWN,C,credit_card,14.47%,TX,Current,Individual,31000,5 years,82500.0,25.83,0,27.90%,42,0,"",60,5,27.0,43.76206961077844,25.83,No
60 months,MORTGAGE,B,house,11.55%,NC,Current,Individual,25200,< 1 year,40000.0,13.62,0,26.20%,12,0,"",60,1,26.0,43.76206961077844,13.62,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,FL,Current,Joint App,24000,n/a,32000.0,16.62,0,86.20%,7,0,28.36,60,"",86.0,43.76206961077844,16.62,No
60 months,RENT,B,debt_consolidation,11.06%,NV,Current,Individual,21000,< 1 year,47736.0,23.02,0,85.60%,10,0,"",60,1,85.0,43.76206961077844,23.02,No
36 months,RENT,A,credit_card,8.46%,VT,Current,Individual,4000,10+ years,28500.0,32.55,1,49%,21,1,"",36,10,49.0,43.76206961077844,32.55,No
36 months,MORTGAGE,E,other,25.34%,VA,Current,Individual,2000,10+ years,58000.0,19.45,2,72.30%,35,0,"",36,10,72.0,43.76206961077844,19.45,No
60 months,MORTGAGE,C,credit_card,15.02%,NY,Current,Individual,30000,7 years,70000.0,15.69,0,51.50%,14,0,"",60,7,51.0,43.76206961077844,15.69,No
36 months,MORTGAGE,A,home_improvement,7.21%,AR,Current,Joint App,10000,10+ years,41000.0,62.24,0,88%,32,0,26.85,36,10,88.0,43.76206961077844,62.24,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,NV,Fully Paid,Individual,6500,10+ years,97500.0,7.53,3,13.30%,37,1,"",36,10,13.0,43.76206961077844,7.53,No
60 months,RENT,B,credit_card,11.06%,NJ,Current,Individual,20000,< 1 year,75000.0,17.6,0,56.70%,8,0,"",60,1,56.0,43.76206961077844,17.6,No
60 months,RENT,B,credit_card,11.55%,CA,Current,Individual,10400,4 years,45000.0,19.01,0,17.50%,20,0,"",60,4,17.0,43.76206961077844,19.01,No
36 months,RENT,A,debt_consolidation,8.46%,CA,Fully Paid,Individual,4000,2 years,49325.0,12.0,0,18.80%,40,0,"",36,2,18.0,43.76206961077844,12.0,No
60 months,RENT,D,credit_card,22.35%,IL,Current,Joint App,16000,10+ years,65000.0,27.09,0,30%,29,0,23.95,60,10,30.0,43.76206961077844,27.09,No
36 months,RENT,D,debt_consolidation,17.97%,FL,Current,Individual,6000,4 years,48000.0,12.6,0,43.20%,11,0,"",36,4,43.0,43.76206961077844,12.6,No
60 months,MORTGAGE,E,debt_consolidation,27.27%,AZ,Fully Paid,Joint App,21000,6 years,60000.0,7.88,0,32.10%,29,0,9.02,60,6,32.0,43.76206961077844,7.88,No
60 months,RENT,B,other,12.73%,NY,Current,Individual,12000,10+ years,44200.0,13.66,0,32.70%,12,0,"",60,10,32.0,43.76206961077844,13.66,No
60 months,RENT,C,credit_card,16.14%,CO,Current,Individual,10000,5 years,65000.0,10.17,0,54.10%,10,0,"",60,5,54.0,43.76206961077844,10.17,No
60 months,MORTGAGE,C,credit_card,16.91%,CA,Current,Individual,20000,10+ years,120000.0,17.85,0,59.90%,22,0,"",60,10,59.0,43.76206961077844,17.85,No
60 months,MORTGAGE,C,credit_card,14.47%,MO,Current,Joint App,27600,10+ years,80000.0,37.67,0,63.30%,34,0,27.5,60,10,63.0,43.76206961077844,37.67,No
36 months,RENT,B,debt_consolidation,10.08%,PA,Current,Joint App,8000,4 years,56000.0,34.65,0,88.70%,14,0,22.52,36,4,88.0,43.76206961077844,34.65,No
36 months,MORTGAGE,B,medical,11.55%,CT,Current,Joint App,5400,5 years,38900.0,14.07,0,53.50%,18,0,26.51,36,5,53.0,43.76206961077844,14.07,No
36 months,RENT,B,debt_consolidation,10.08%,FL,Current,Individual,5000,10+ years,38500.0,14.5,0,45.70%,9,0,"",36,10,45.0,43.76206961077844,14.5,No
60 months,OWN,C,credit_card,16.14%,GA,Current,Individual,20000,10+ years,42000.0,33.37,0,54.90%,20,0,"",60,10,54.0,43.76206961077844,33.37,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,SC,Current,Joint App,35000,5 years,70000.0,45.81,0,71.90%,33,0,24.79,60,5,71.0,43.76206961077844,45.81,No
60 months,MORTGAGE,C,home_improvement,16.14%,MS,Current,Individual,15500,5 years,103000.0,31.4,1,80.70%,24,0,"",60,5,80.0,43.76206961077844,31.4,No
36 months,RENT,E,home_improvement,27.27%,CA,Current,Individual,1000,1 year,19200.0,2.19,0,7.30%,2,0,"",36,1,7.0,43.76206961077844,2.19,No
36 months,MORTGAGE,A,vacation,7.21%,AZ,Current,Individual,12000,4 years,200000.0,13.65,0,9%,42,0,"",36,4,9.0,43.76206961077844,13.65,No
60 months,RENT,C,debt_consolidation,16.91%,IL,Current,Individual,40000,3 years,111000.0,9.82,0,66%,13,0,"",60,3,66.0,43.76206961077844,9.82,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,AZ,Current,Individual,22500,8 years,70000.0,12.43,0,61.50%,31,0,"",60,8,61.0,43.76206961077844,12.43,No
36 months,MORTGAGE,A,credit_card,7.84%,WA,Current,Individual,17000,10+ years,72000.0,23.75,0,25.10%,49,0,"",36,10,25.0,43.76206961077844,23.75,No
36 months,MORTGAGE,A,credit_card,6.11%,OH,Current,Individual,7150,6 years,60000.0,23.54,0,29.10%,16,0,"",36,6,29.0,43.76206961077844,23.54,No
36 months,RENT,A,credit_card,6.11%,LA,Current,Individual,6500,8 years,125000.0,1.16,0,63.50%,2,0,"",36,8,63.0,43.76206961077844,1.16,No
36 months,MORTGAGE,A,medical,7.84%,MI,Current,Individual,8500,10+ years,55000.0,23.06,0,30.10%,28,0,"",36,10,30.0,43.76206961077844,23.06,No
36 months,MORTGAGE,D,home_improvement,18.94%,NC,Current,Individual,3000,10+ years,57000.0,17.83,0,58.10%,18,0,"",36,10,58.0,43.76206961077844,17.83,No
36 months,OWN,E,major_purchase,24.37%,FL,Current,Individual,1000,10+ years,26000.0,35.0,0,16.20%,9,0,"",36,10,16.0,43.76206961077844,35.0,No
36 months,MORTGAGE,E,moving,26.31%,FL,Fully Paid,Individual,1000,10+ years,45000.0,35.81,0,96.70%,11,0,"",36,10,96.0,43.76206961077844,35.81,No
36 months,RENT,A,credit_card,8.46%,MN,Current,Individual,2000,n/a,11000.0,14.52,0,27.60%,14,0,"",36,"",27.0,43.76206961077844,14.52,No
36 months,MORTGAGE,F,other,29.69%,CA,Fully Paid,Individual,8000,n/a,77000.0,30.53,0,99.40%,18,0,"",36,"",99.0,43.76206961077844,30.53,No
36 months,RENT,B,credit_card,11.06%,MA,Current,Individual,8825,1 year,82500.0,9.64,0,53.60%,9,0,"",36,1,53.0,43.76206961077844,9.64,No
36 months,RENT,B,other,11.06%,MI,Current,Joint App,5000,10+ years,20000.0,57.5,1,57.90%,12,1,23.63,36,10,57.0,43.76206961077844,57.5,No
36 months,MORTGAGE,A,credit_card,7.21%,CT,Current,Individual,5000,n/a,65000.0,36.78,0,22.90%,17,0,"",36,"",22.0,43.76206961077844,36.78,No
60 months,MORTGAGE,C,credit_card,16.91%,AZ,Current,Individual,30000,3 years,79800.0,18.02,0,92.40%,18,0,"",60,3,92.0,43.76206961077844,18.02,No
60 months,RENT,D,debt_consolidation,17.97%,MA,Current,Individual,19200,1 year,53500.0,22.18,0,30.60%,27,0,"",60,1,30.0,43.76206961077844,22.18,No
36 months,RENT,A,credit_card,7.21%,AZ,Current,Individual,10000,4 years,30000.0,13.44,0,44.60%,14,0,"",36,4,44.0,43.76206961077844,13.44,No
