term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,delinq_2yrs,total_acc,num_tl_90g_dpd_24m,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,OWN,A,credit_card,7.84%,NY,Current,Individual,11000,1 year,60000.0,0,17,0,36,1,62.0,43.76206961077844,16.12,No
60 months,MORTGAGE,A,credit_card,6.11%,AZ,Current,Individual,20000,3 years,69000.0,0,16,0,60,3,30.0,43.76206961077844,8.52,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,CA,Current,Individual,18000,7 years,230000.0,0,25,0,36,7,43.0,43.76206961077844,10.21,No
36 months,RENT,B,credit_card,11.06%,VA,Current,Individual,4500,< 1 year,131000.0,0,39,0,36,1,60.0,43.76206961077844,28.0,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,MS,Current,Individual,35000,10+ years,70000.0,0,15,0,36,10,56.0,43.76206961077844,29.44,No
36 months,MORTGAGE,A,other,6.11%,OH,Current,Joint App,12000,10+ years,100000.0,0,27,0,36,10,10.0,43.76206961077844,6.12,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,VT,Current,Individual,7000,10+ years,80000.0,0,34,0,36,10,8.0,43.76206961077844,19.07,No
36 months,RENT,B,credit_card,10.08%,FL,Current,Individual,5500,2 years,60000.0,0,12,0,36,2,33.0,43.76206961077844,11.24,No
60 months,RENT,C,credit_card,14.47%,MD,Current,Individual,30000,1 year,55000.0,1,22,0,60,1,10.0,43.76206961077844,16.28,No
36 months,MORTGAGE,B,credit_card,12.73%,MA,Current,Individual,12000,10+ years,47000.0,0,11,0,36,10,30.0,43.76206961077844,15.19,No
60 months,RENT,B,other,11.55%,MD,Current,Individual,17000,10+ years,90000.0,0,15,0,60,10,47.0,43.76206961077844,15.64,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,VA,Current,Individual,40000,< 1 year,200000.0,0,29,0,60,1,66.0,43.76206961077844,26.52,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,IL,Current,Joint App,20000,10+ years,50000.0,0,49,0,36,10,25.0,43.76206961077844,23.52,No
36 months,RENT,B,debt_consolidation,11.06%,NY,Current,Individual,30000,< 1 year,200000.0,1,30,0,36,1,66.0,43.76206961077844,20.85,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,CA,Current,Individual,12000,10+ years,70000.0,0,7,0,36,10,96.0,43.76206961077844,5.35,No
60 months,MORTGAGE,B,home_improvement,10.08%,MN,Fully Paid,Individual,24000,< 1 year,150000.0,0,39,0,60,1,36.0,43.76206961077844,15.42,No
36 months,RENT,A,credit_card,7.84%,MO,Current,Individual,8400,10+ years,90000.0,0,40,0,36,10,32.0,43.76206961077844,10.53,No
36 months,RENT,D,debt_consolidation,19.92%,CA,Current,Individual,15000,10+ years,120000.0,1,22,0,36,10,91.0,43.76206961077844,22.64,No
36 months,RENT,A,debt_consolidation,7.84%,CA,Current,Individual,12000,10+ years,48000.0,0,10,0,36,10,41.0,43.76206961077844,10.43,No
60 months,RENT,D,debt_consolidation,19.92%,NH,Current,Individual,18000,< 1 year,100000.0,0,16,0,60,1,81.0,43.76206961077844,22.93,No
36 months,RENT,B,debt_consolidation,11.55%,RI,Current,Joint App,18000,2 years,85000.0,3,23,2,36,2,41.0,43.76206961077844,27.43,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,TN,Current,Individual,7000,7 years,110000.0,0,32,0,36,7,59.0,43.76206961077844,23.48,No
36 months,RENT,A,credit_card,6.11%,MN,Current,Individual,20500,2 years,60000.0,0,25,0,36,2,24.0,43.76206961077844,19.12,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,MI,Current,Individual,10500,8 years,43000.0,0,21,0,36,8,34.0,43.76206961077844,8.46,No
36 months,RENT,B,debt_consolidation,10.08%,TN,Current,Individual,10500,1 year,57563.0,0,21,0,36,1,27.0,43.76206961077844,24.52,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,GA,Current,Individual,3500,n/a,37000.0,0,46,0,36,"",37.0,43.76206961077844,38.96,No
60 months,RENT,A,credit_card,6.67%,TX,Current,Individual,25000,3 years,85000.0,0,19,0,60,3,59.0,43.76206961077844,12.48,No
60 months,RENT,A,credit_card,8.46%,TN,Current,Individual,18000,< 1 year,58000.0,0,22,0,60,1,45.0,43.76206961077844,25.39,No
36 months,RENT,B,credit_card,12.73%,CA,Current,Individual,4000,2 years,42800.0,0,5,0,36,2,78.0,43.76206961077844,19.18,No
60 months,RENT,C,debt_consolidation,15.02%,CT,Current,Individual,16000,3 years,50000.0,0,4,0,60,3,83.0,43.76206961077844,16.85,No
60 months,MORTGAGE,A,credit_card,6.67%,MO,Current,Individual,25000,10+ years,148000.0,1,39,0,60,10,56.0,43.76206961077844,23.63,No
60 months,RENT,A,credit_card,7.21%,CA,Current,Individual,10000,4 years,40000.0,0,13,0,60,4,35.0,43.76206961077844,31.83,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,CA,Current,Individual,30800,1 year,210000.0,0,53,0,36,1,23.0,43.76206961077844,25.34,No
36 months,RENT,B,credit_card,10.08%,NY,Current,Individual,10000,9 years,80000.0,0,11,0,36,9,27.0,43.76206961077844,8.52,No
60 months,RENT,C,credit_card,15.02%,IN,Current,Individual,16000,4 years,55000.0,0,7,0,60,4,59.0,43.76206961077844,22.67,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,PA,Current,Individual,16000,4 years,130000.0,1,15,0,60,4,92.0,43.76206961077844,4.5,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,NY,Current,Joint App,15000,< 1 year,150000.0,0,16,0,60,1,64.0,43.76206961077844,12.1,No
36 months,RENT,C,other,13.56%,VT,Current,Individual,1600,10+ years,45000.0,0,21,0,36,10,54.0,43.76206961077844,16.69,No
36 months,RENT,E,other,24.37%,CO,Current,Individual,2000,< 1 year,30000.0,0,2,0,36,1,89.0,43.76206961077844,4.4,No
60 months,RENT,C,debt_consolidation,16.14%,NC,Current,Individual,25000,2 years,75000.0,0,17,0,60,2,47.0,43.76206961077844,15.36,No
60 months,RENT,A,debt_consolidation,7.84%,IL,Current,Individual,22400,10+ years,238000.0,0,24,0,60,10,47.0,43.76206961077844,17.9,No
60 months,RENT,B,debt_consolidation,11.55%,AZ,Current,Individual,40000,< 1 year,350000.0,0,32,0,60,1,5.0,43.76206961077844,6.83,No
36 months,MORTGAGE,B,home_improvement,12.73%,IL,Current,Individual,40000,10+ years,151000.0,2,24,0,36,10,27.0,43.76206961077844,2.65,No
36 months,OWN,C,debt_consolidation,16.14%,NJ,Current,Individual,30000,6 years,45000.0,1,14,0,36,6,56.0,43.76206961077844,10.32,No
36 months,RENT,A,credit_card,7.21%,SC,Current,Individual,6000,10+ years,35000.0,0,6,0,36,10,48.0,43.76206961077844,18.66,No
36 months,RENT,B,debt_consolidation,12.73%,TX,Current,Individual,5000,3 years,36000.0,1,17,0,36,3,28.0,43.76206961077844,5.97,No
36 months,RENT,B,credit_card,11.06%,MA,Current,Individual,7000,1 year,58200.0,2,36,0,36,1,49.0,43.76206961077844,37.51,No
60 months,RENT,C,debt_consolidation,14.47%,ME,Current,Individual,19200,8 years,42000.0,0,47,0,60,8,42.0,43.76206961077844,35.74,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,DC,Current,Individual,20000,3 years,96000.0,0,52,0,60,3,29.0,43.76206961077844,33.69,No
36 months,RENT,B,debt_consolidation,11.06%,CA,Current,Joint App,10000,10+ years,36000.0,0,4,0,36,10,99.0,43.76206961077844,18.9,No
60 months,RENT,A,credit_card,7.84%,FL,Current,Individual,10000,2 years,36400.0,0,9,0,60,2,13.0,43.76206961077844,5.54,No
36 months,RENT,A,debt_consolidation,6.67%,CA,Current,Individual,10000,< 1 year,100000.0,0,12,0,36,1,68.0,43.76206961077844,9.92,No
36 months,RENT,B,credit_card,11.06%,DE,Current,Individual,6400,n/a,25000.0,1,13,0,36,"",36.0,43.76206961077844,24.72,No
60 months,MORTGAGE,C,credit_card,14.47%,GA,Current,Individual,20000,10+ years,98500.0,0,17,0,60,10,57.0,43.76206961077844,7.43,No
36 months,MORTGAGE,C,home_improvement,13.56%,CA,Current,Individual,6675,10+ years,46000.0,0,11,0,36,10,7.0,43.76206961077844,8.62,No
36 months,RENT,C,debt_consolidation,13.56%,MN,Current,Individual,9000,< 1 year,62400.0,0,17,0,36,1,97.0,43.76206961077844,17.54,No
36 months,MORTGAGE,B,other,11.55%,SC,Current,Individual,5000,3 years,820000.0,0,18,0,36,3,97.0,43.76206961077844,2.78,No
36 months,OWN,A,debt_consolidation,7.84%,NJ,Current,Individual,9500,10+ years,113000.0,0,16,0,36,10,9.0,43.76206961077844,7.29,No
36 months,RENT,C,debt_consolidation,15.02%,CA,Current,Individual,15400,5 years,30500.0,0,4,0,36,5,48.0,43.76206961077844,6.53,No
60 months,RENT,B,credit_card,11.55%,CA,Current,Individual,16000,10+ years,55000.0,0,17,0,60,10,32.0,43.76206961077844,7.16,No
36 months,RENT,B,debt_consolidation,11.06%,CO,Current,Individual,7200,10+ years,55000.0,0,22,0,36,10,63.0,43.76206961077844,24.59,No
60 months,RENT,A,credit_card,6.11%,IL,Current,Individual,25000,1 year,164000.0,0,23,0,60,1,30.0,43.76206961077844,18.65,No
36 months,RENT,C,debt_consolidation,13.56%,CA,Current,Individual,8000,1 year,75750.0,0,19,0,36,1,85.0,43.76206961077844,17.0,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,CA,Fully Paid,Joint App,30000,6 years,100000.0,1,26,0,36,6,71.0,43.76206961077844,27.61,No
60 months,RENT,B,credit_card,10.47%,NY,Current,Individual,15000,< 1 year,40000.0,1,15,1,60,1,36.0,43.76206961077844,26.97,No
60 months,RENT,E,debt_consolidation,27.27%,FL,Current,Joint App,26000,10+ years,48211.0,0,13,0,60,10,69.0,43.76206961077844,42.89,No
36 months,MORTGAGE,D,debt_consolidation,20.89%,AL,Fully Paid,Individual,11700,10+ years,46000.0,0,32,0,36,10,85.0,43.76206961077844,24.29,No
36 months,OWN,C,other,16.14%,FL,Current,Individual,3500,< 1 year,30000.0,0,16,0,36,1,21.0,43.76206961077844,9.48,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,GA,Current,Individual,13000,1 year,45000.0,0,30,0,60,1,25.0,43.76206961077844,22.61,No
60 months,RENT,B,debt_consolidation,11.55%,MD,Current,Individual,20000,2 years,55000.0,0,10,0,60,2,23.0,43.76206961077844,17.61,No
36 months,RENT,A,debt_consolidation,7.21%,CO,Current,Individual,12000,1 year,45000.0,0,9,0,36,1,59.0,43.76206961077844,12.75,No
60 months,MORTGAGE,C,home_improvement,16.14%,TX,Current,Joint App,35000,7 years,37000.0,0,19,0,60,7,62.0,43.76206961077844,40.74,No
36 months,MORTGAGE,A,major_purchase,7.21%,TX,Current,Individual,8400,7 years,120000.0,0,46,0,36,7,1.0,43.76206961077844,17.79,No
36 months,MORTGAGE,A,vacation,7.84%,NY,Current,Joint App,4200,9 years,33000.0,0,19,0,36,9,47.0,43.76206961077844,20.22,No
36 months,MORTGAGE,D,credit_card,18.94%,VA,Current,Individual,30000,8 years,130000.0,1,47,0,36,8,53.0,43.76206961077844,23.56,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,WI,Current,Individual,10000,10+ years,60000.0,0,25,0,36,10,31.0,43.76206961077844,10.34,No
60 months,RENT,B,debt_consolidation,10.47%,NY,Current,Individual,25000,n/a,46000.0,0,10,0,60,"",34.0,43.76206961077844,10.7,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,IL,Current,Individual,10000,1 year,110000.0,2,11,1,36,1,81.0,43.76206961077844,7.76,No
36 months,RENT,A,credit_card,7.21%,IL,Current,Individual,15000,1 year,60000.0,0,9,0,36,1,22.0,43.76206961077844,10.38,No
36 months,RENT,D,debt_consolidation,20.89%,NJ,Current,Joint App,19500,10+ years,76000.0,2,15,2,36,10,46.0,43.76206961077844,3.38,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,KY,Current,Individual,10000,1 year,62500.0,2,26,0,36,1,55.0,43.76206961077844,27.46,No
36 months,RENT,A,credit_card,8.46%,WA,Current,Individual,12000,< 1 year,42000.0,0,8,0,36,1,53.0,43.76206961077844,19.14,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,NY,Current,Joint App,14000,10+ years,56000.0,1,33,0,60,10,5.0,43.76206961077844,45.05,No
60 months,RENT,C,debt_consolidation,16.91%,SC,Current,Individual,35000,< 1 year,75000.0,0,28,0,60,1,57.0,43.76206961077844,26.05,No
36 months,RENT,A,debt_consolidation,7.84%,CA,Current,Individual,24000,4 years,59000.0,0,17,0,36,4,56.0,43.76206961077844,21.14,No
36 months,RENT,A,debt_consolidation,7.84%,MO,Current,Individual,15000,10+ years,94325.0,0,15,0,36,10,96.0,43.76206961077844,19.55,No
36 months,RENT,A,debt_consolidation,7.84%,TN,Current,Individual,40000,< 1 year,245000.0,0,41,0,36,1,24.0,43.76206961077844,15.52,No
60 months,MORTGAGE,D,credit_card,17.97%,FL,Current,Individual,32000,10+ years,124000.0,0,19,0,60,10,64.0,43.76206961077844,12.9,No
36 months,MORTGAGE,A,credit_card,7.84%,UT,Current,Individual,15000,10+ years,95650.0,0,53,0,36,10,24.0,43.76206961077844,20.13,No
60 months,OWN,D,credit_card,22.35%,MA,Current,Individual,10000,10+ years,50000.0,0,20,0,60,10,73.0,43.76206961077844,31.37,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,MN,Current,Joint App,25000,10+ years,50000.0,0,32,0,60,10,76.0,43.76206961077844,26.64,No
36 months,RENT,B,credit_card,12.73%,TX,Current,Individual,10000,2 years,52000.0,0,8,0,36,2,77.0,43.76206961077844,15.9,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,TX,Current,Individual,35000,10+ years,105000.0,0,35,0,36,10,92.0,43.76206961077844,21.61,No
60 months,RENT,A,credit_card,7.84%,NJ,Current,Individual,25000,n/a,101000.0,0,9,0,60,"",95.0,43.76206961077844,12.29,No
36 months,RENT,C,credit_card,14.47%,PA,Current,Individual,30000,< 1 year,85000.0,0,22,0,36,1,59.0,43.76206961077844,22.0,No
36 months,MORTGAGE,C,debt_consolidation,15.02%,FL,Current,Individual,30000,10+ years,125488.0,0,61,0,36,10,41.0,43.76206961077844,28.56,No
36 months,MORTGAGE,C,home_improvement,13.56%,FL,Current,Individual,10000,4 years,75000.0,0,26,0,36,4,46.0,43.76206961077844,15.38,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,TX,Current,Individual,40000,2 years,140000.0,0,52,0,36,2,59.0,43.76206961077844,29.5,No
36 months,OWN,A,debt_consolidation,7.84%,MA,Current,Individual,10000,< 1 year,53000.0,0,20,0,36,1,38.0,43.76206961077844,21.76,No
36 months,RENT,B,credit_card,11.06%,CA,Current,Individual,30000,10+ years,70000.0,0,53,0,36,10,33.0,43.76206961077844,29.9,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,OK,Current,Joint App,35000,10+ years,37000.0,0,8,0,36,10,80.0,43.76206961077844,4.87,No
36 months,RENT,A,credit_card,7.21%,NY,Current,Individual,15000,1 year,39500.0,0,7,0,36,1,36.0,43.76206961077844,9.02,No
36 months,MORTGAGE,D,home_improvement,18.94%,CT,Current,Individual,8000,n/a,85000.0,0,44,0,36,"",32.0,43.76206961077844,29.17,No
36 months,RENT,A,credit_card,7.21%,CA,Late (31-120 days),Individual,30000,10+ years,175000.0,0,21,0,36,10,49.0,43.76206961077844,12.56,Yes
36 months,RENT,B,debt_consolidation,11.55%,NH,Current,Individual,10000,5 years,36000.0,0,10,0,36,5,52.0,43.76206961077844,14.63,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,12000,10+ years,80000.0,1,34,0,36,10,40.0,43.76206961077844,24.65,No
36 months,RENT,D,medical,17.97%,NY,Current,Joint App,2000,10+ years,58000.0,0,3,0,36,10,52.0,43.76206961077844,3.66,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,TN,Current,Individual,25000,2 years,90000.0,1,36,1,36,2,38.0,43.76206961077844,5.59,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,FL,Current,Individual,19000,5 years,134000.0,0,42,0,36,5,67.0,43.76206961077844,28.56,No
60 months,RENT,C,debt_consolidation,14.47%,AZ,Fully Paid,Individual,10075,10+ years,110000.0,0,36,0,60,10,40.0,43.76206961077844,22.79,No
36 months,RENT,C,debt_consolidation,16.14%,NY,Current,Individual,7500,n/a,44000.0,0,4,0,36,"",41.0,43.76206961077844,1.47,No
36 months,RENT,A,credit_card,6.11%,GA,Current,Individual,6000,10+ years,71000.0,0,35,0,36,10,19.0,43.76206961077844,3.28,No
36 months,MORTGAGE,B,credit_card,11.55%,WI,Current,Individual,10000,10+ years,60000.0,0,10,0,36,10,20.0,43.76206961077844,26.52,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,IL,Current,Individual,25000,10+ years,135000.0,0,56,0,60,10,50.0,43.76206961077844,29.53,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,AL,Current,Individual,31000,6 years,110000.0,0,22,0,60,6,20.0,43.76206961077844,15.19,No
60 months,MORTGAGE,C,credit_card,16.91%,TX,Late (16-30 days),Individual,34500,6 years,130000.0,0,17,0,60,6,70.0,43.76206961077844,7.67,Yes
36 months,OWN,C,debt_consolidation,13.56%,MA,Current,Individual,25000,10+ years,85000.0,1,15,0,36,10,29.0,43.76206961077844,11.46,No
60 months,RENT,B,credit_card,11.55%,VA,Current,Individual,28000,10+ years,106300.0,1,34,1,60,10,79.0,43.76206961077844,20.66,No
36 months,OWN,A,credit_card,6.67%,LA,Current,Individual,10800,10+ years,65000.0,1,20,0,36,10,26.0,43.76206961077844,7.88,No
60 months,RENT,C,debt_consolidation,13.56%,CA,Current,Individual,25000,2 years,210000.0,0,27,0,60,2,33.0,43.76206961077844,3.69,No
36 months,RENT,A,credit_card,6.11%,DE,Current,Individual,20000,4 years,120000.0,0,11,0,36,4,55.0,43.76206961077844,8.79,No
36 months,RENT,A,credit_card,7.84%,UT,Current,Individual,19000,< 1 year,85000.0,0,13,0,36,1,90.0,43.76206961077844,10.43,No
60 months,RENT,C,debt_consolidation,13.56%,NY,Fully Paid,Individual,20000,< 1 year,30000.0,0,6,0,60,1,12.0,43.76206961077844,2.4,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,GA,Current,Joint App,16000,4 years,88578.0,0,24,0,60,4,83.0,43.76206961077844,25.85,No
60 months,RENT,A,debt_consolidation,7.84%,CA,Current,Individual,23000,1 year,107000.0,0,15,0,60,1,59.0,43.76206961077844,14.89,No
60 months,RENT,B,debt_consolidation,11.55%,TX,Late (16-30 days),Joint App,22000,3 years,75000.0,0,14,0,60,3,32.0,43.76206961077844,9.25,Yes
36 months,RENT,D,debt_consolidation,18.94%,TX,Late (16-30 days),Joint App,24000,2 years,52000.0,0,11,0,36,2,87.0,43.76206961077844,21.32,Yes
60 months,MORTGAGE,B,debt_consolidation,10.47%,DE,Current,Individual,14000,< 1 year,115000.0,0,19,0,60,1,42.0,43.76206961077844,7.69,No
36 months,RENT,B,debt_consolidation,11.06%,OH,Current,Individual,20000,< 1 year,100000.0,1,27,0,36,1,13.0,43.76206961077844,20.99,No
36 months,RENT,C,debt_consolidation,14.47%,NY,Current,Individual,20000,2 years,110000.0,1,39,0,36,2,57.0,43.76206961077844,23.52,No
36 months,RENT,A,credit_card,6.11%,IL,Current,Individual,11000,< 1 year,60000.0,0,9,0,36,1,33.0,43.76206961077844,13.38,No
36 months,OWN,A,credit_card,7.84%,SC,Current,Individual,15000,10+ years,42008.0,0,18,0,36,10,64.0,43.76206961077844,34.97,No
36 months,OWN,A,debt_consolidation,6.11%,OK,Current,Individual,40000,10+ years,130000.0,0,17,0,36,10,71.0,43.76206961077844,24.66,No
60 months,MORTGAGE,C,debt_consolidation,16.91%,NY,Current,Individual,40000,10+ years,387000.0,0,19,0,60,10,98.0,43.76206961077844,13.15,No
36 months,RENT,B,debt_consolidation,11.55%,CA,Current,Individual,13500,1 year,37050.0,0,17,0,36,1,19.0,43.76206961077844,25.07,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,CA,Current,Individual,15200,7 years,65000.0,0,49,0,36,7,6.0,43.76206961077844,19.11,No
60 months,RENT,A,debt_consolidation,6.11%,NY,Fully Paid,Individual,15000,< 1 year,133000.0,0,52,0,60,1,17.0,43.76206961077844,25.1,No
60 months,MORTGAGE,C,credit_card,14.47%,TN,In Grace Period,Individual,33000,3 years,140454.0,0,43,0,60,3,29.0,43.76206961077844,16.06,Yes
36 months,OWN,C,credit_card,14.47%,OR,Current,Individual,10400,5 years,90000.0,0,10,0,36,5,86.0,43.76206961077844,5.23,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,GA,Current,Individual,10000,n/a,55000.0,0,19,0,36,"",22.0,43.76206961077844,8.25,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,NC,Fully Paid,Joint App,15000,n/a,20000.0,0,21,0,60,"",66.0,43.76206961077844,72.21,No
36 months,RENT,C,debt_consolidation,13.56%,MD,Current,Individual,12000,n/a,16335.0,0,16,0,36,"",1.0,43.76206961077844,22.78,No
60 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,30000,2 years,154000.0,0,40,0,60,2,42.0,43.76206961077844,17.54,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,AL,Fully Paid,Joint App,12000,2 years,33322.0,0,20,0,60,2,70.0,43.76206961077844,9.8,No
36 months,RENT,A,debt_consolidation,6.11%,IL,Current,Individual,40000,< 1 year,156000.0,0,16,0,36,1,75.0,43.76206961077844,15.42,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,TX,Current,Individual,30000,< 1 year,108000.0,1,33,0,36,1,78.0,43.76206961077844,27.0,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,FL,Current,Joint App,9000,10+ years,72000.0,0,33,0,36,10,3.0,43.76206961077844,13.92,No
36 months,MORTGAGE,A,credit_card,6.11%,MO,Current,Individual,35000,10+ years,200000.0,0,45,0,36,10,70.0,43.76206961077844,20.14,No
60 months,RENT,D,major_purchase,20.89%,HI,Current,Individual,26000,< 1 year,67000.0,0,14,0,60,1,25.0,43.76206961077844,16.01,No
36 months,RENT,B,credit_card,10.47%,OH,Current,Individual,8000,8 years,117000.0,0,17,0,36,8,85.0,43.76206961077844,18.22,No
36 months,OWN,B,debt_consolidation,11.06%,GA,Current,Individual,23500,< 1 year,67000.0,0,34,0,36,1,42.0,43.76206961077844,23.32,No
36 months,MORTGAGE,A,vacation,7.21%,TX,Current,Individual,18000,1 year,48000.0,0,20,0,36,1,7.0,43.76206961077844,22.63,No
36 months,OWN,B,debt_consolidation,12.73%,SC,Current,Individual,6000,10+ years,47280.0,0,26,0,36,10,36.0,43.76206961077844,35.56,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,CA,Current,Individual,12000,10+ years,113000.0,1,26,1,60,10,19.0,43.76206961077844,5.14,No
36 months,MORTGAGE,B,credit_card,11.06%,CA,Current,Individual,20000,5 years,96000.0,0,31,0,36,5,32.0,43.76206961077844,7.76,No
36 months,MORTGAGE,A,credit_card,6.11%,NY,Current,Individual,25000,3 years,141500.0,0,65,0,36,3,19.0,43.76206961077844,27.75,No
36 months,RENT,A,credit_card,6.67%,VA,Current,Individual,14000,1 year,31000.0,0,11,0,36,1,36.0,43.76206961077844,18.16,No
60 months,MORTGAGE,B,debt_consolidation,10.08%,OR,Current,Individual,15000,10+ years,132089.0,0,28,0,60,10,35.0,43.76206961077844,9.91,No
60 months,MORTGAGE,C,major_purchase,15.02%,TX,Current,Individual,35000,10+ years,80000.0,3,28,2,60,10,23.0,43.76206961077844,2.57,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,TX,Current,Individual,32000,10+ years,105000.0,0,26,0,36,10,57.0,43.76206961077844,18.17,No
36 months,MORTGAGE,B,other,10.08%,MN,Current,Individual,15000,< 1 year,75000.0,0,27,0,36,1,27.0,43.76206961077844,22.56,No
60 months,OWN,E,other,26.31%,WA,Current,Individual,12000,6 years,70000.0,0,37,0,60,6,65.0,43.76206961077844,39.28,No
